QUERY,PRICE_TYPE,TIME_PERIOD,INTENT
Tell me the close price of Facebook last month.,close,1mo,price_inquiry
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
Compare the close price of Facebook and Apple this year.,close,ytd,stock_comparison
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
Tell me the close price of Google last year.,close,1y,price_inquiry
What is the close price of Microsoft for 3 months ago?,close,3mo,price_inquiry
What was Tesla's close price yesterday?,close,1d,price_inquiry
Compare the close price of Google and Facebook this year.,close,ytd,stock_comparison
What is the close price of Apple for 2 days ago?,close,2d,price_inquiry
What is the close price of Google for 2 days ago?,close,2d,price_inquiry
What was Tesla's close price today?,close,1d,price_inquiry
What is the close price of Amazon for 6 months ago?,close,6mo,price_inquiry
What was the close price comparison between Tesla and Apple this year?,close,ytd,stock_comparison
What was the close price comparison between Apple and Amazon this year?,close,ytd,stock_comparison
What was Amazon's close price 6 months ago?,close,6mo,price_inquiry
What was the close price comparison between Google and Amazon this year?,close,ytd,stock_comparison
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
Tell me the close price of Google 2 days ago.,close,2d,price_inquiry
What was the close price comparison between Google and Amazon this year?,close,ytd,stock_comparison
Tell me the close price of Facebook last year.,close,1y,price_inquiry
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
What was Facebook's close price 2 days ago?,close,2d,price_inquiry
What was Microsoft's close price 3 months ago?,close,3mo,price_inquiry
What is the close price of Apple for last month?,close,1mo,price_inquiry
What was the close price comparison between Amazon and Tesla this year?,close,ytd,stock_comparison
What was the close price comparison between Apple and Tesla this year?,close,ytd,stock_comparison
Compare the close price of Facebook and Amazon this year.,close,ytd,stock_comparison
What is the close price of Microsoft for last month?,close,1mo,price_inquiry
Tell me the close price of Google today.,close,1d,price_inquiry
Tell me the close price of Amazon 6 months ago.,close,6mo,price_inquiry
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
Tell me the close price of Google last year.,close,1y,price_inquiry
What is the close price of Microsoft for today?,close,1d,price_inquiry
"Which stock had a higher close price, Facebook or Tesla, over the this year?",close,ytd,price_inquiry
What is the close price of Microsoft for last month?,close,1mo,price_inquiry
What was the close price comparison between Tesla and Apple this year?,close,ytd,stock_comparison
What was the close price comparison between Facebook and Tesla this year?,close,ytd,stock_comparison
What is the close price of Microsoft for 3 months ago?,close,3mo,price_inquiry
What is the close price of Microsoft for today?,close,1d,price_inquiry
Compare the close price of Google and Facebook this year.,close,ytd,stock_comparison
What was Google's close price last year?,close,1y,price_inquiry
What was the close price comparison between Facebook and Microsoft this year?,close,ytd,stock_comparison
What was Apple's close price 5 days ago?,close,5d,price_inquiry
Tell me the close price of Facebook today.,close,1d,price_inquiry
What was Tesla's close price yesterday?,close,1d,price_inquiry
Tell me the close price of Amazon 3 months ago.,close,3mo,price_inquiry
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
What was Amazon's close price 6 months ago?,close,6mo,price_inquiry
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
What was Tesla's close price today?,close,1d,price_inquiry
What was Microsoft's close price 3 months ago?,close,3mo,price_inquiry
What was Amazon's close price 3 months ago?,close,3mo,price_inquiry
What was Microsoft's close price 2 days ago?,close,2d,price_inquiry
Tell me the close price of Facebook today.,close,1d,price_inquiry
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
Tell me the close price of Facebook 3 months ago.,close,3mo,price_inquiry
What was Tesla's close price yesterday?,close,1d,price_inquiry
What is the close price of Apple for last month?,close,1mo,price_inquiry
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
Tell me the close price of Microsoft yesterday.,close,1d,price_inquiry
What was Facebook's close price 2 days ago?,close,2d,price_inquiry
Tell me the close price of Facebook last month.,close,1mo,price_inquiry
Tell me the close price of Apple last month.,close,1mo,price_inquiry
What is the close price of Microsoft for today?,close,1d,price_inquiry
What is the close price of Microsoft for last month?,close,1mo,price_inquiry
Tell me the close price of Facebook last year.,close,1y,price_inquiry
What was Microsoft's close price 2 days ago?,close,2d,price_inquiry
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
What was Amazon's close price 3 months ago?,close,3mo,price_inquiry
What was Tesla's close price yesterday?,close,1d,price_inquiry
What was the close price comparison between Google and Amazon this year?,close,ytd,stock_comparison
What is the close price of Microsoft for today?,close,1d,price_inquiry
Tell me the close price of Google today.,close,1d,price_inquiry
What was Amazon's close price 3 months ago?,close,3mo,price_inquiry
Tell me the close price of Google last year.,close,1y,price_inquiry
What was Amazon's close price 3 months ago?,close,3mo,price_inquiry
Tell me the close price of Google last year.,close,1y,price_inquiry
Tell me the close price of Amazon 6 months ago.,close,6mo,price_inquiry
What was Amazon's close price 3 months ago?,close,3mo,price_inquiry
Compare the close price of Facebook and Apple this year.,close,ytd,stock_comparison
What was Microsoft's close price 3 months ago?,close,3mo,price_inquiry
Tell me the close price of Tesla 2 days ago.,close,2d,price_inquiry
What was the close price comparison between Amazon and Apple this year?,close,ytd,stock_comparison
What is the close price of Microsoft for 5 days ago?,close,5d,price_inquiry
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
What is the close price of Microsoft for 3 months ago?,close,3mo,price_inquiry
What was Microsoft's close price 3 months ago?,close,3mo,price_inquiry
What was the close price comparison between Amazon and Tesla this year?,close,ytd,stock_comparison
Tell me the close price of Facebook last month.,close,1mo,price_inquiry
What is the close price of Apple for 2 days ago?,close,2d,price_inquiry
What is the close price of Microsoft for last month?,close,1mo,price_inquiry
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
What was Amazon's close price yesterday?,close,1d,price_inquiry
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
What was Microsoft's close price 3 months ago?,close,3mo,price_inquiry
What is the close price of Google for 2 days ago?,close,2d,price_inquiry
Tell me the close price of Facebook today.,close,1d,price_inquiry
What was Facebook's close price yesterday?,close,1d,price_inquiry
What is the close price of Microsoft for today?,close,1d,price_inquiry
What was Amazon's close price last year?,close,1y,price_inquiry
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
What was Facebook's close price 2 days ago?,close,2d,price_inquiry
What was Tesla's close price 3 months ago?,close,3mo,price_inquiry
What was Google's close price last year?,close,1y,price_inquiry
What is the close price of Google for 6 months ago?,close,6mo,price_inquiry
What was Amazon's close price 3 months ago?,close,3mo,price_inquiry
Tell me the close price of Amazon 6 months ago.,close,6mo,price_inquiry
What is the close price of Microsoft for today?,close,1d,price_inquiry
Tell me the close price of Facebook today.,close,1d,price_inquiry
What was Microsoft's close price 3 months ago?,close,3mo,price_inquiry
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
What was Microsoft's close price 3 months ago?,close,3mo,price_inquiry
What was Microsoft's close price 3 months ago?,close,3mo,price_inquiry
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
Tell me the close price of Facebook today.,close,1d,price_inquiry
Tell me the close price of Amazon 3 months ago.,close,3mo,price_inquiry
Compare the close price of Tesla and Microsoft this year.,close,ytd,stock_comparison
What is the close price of Microsoft for 5 days ago?,close,5d,price_inquiry
Tell me the close price of Microsoft 3 months ago.,close,3mo,price_inquiry
What was Tesla's close price today?,close,1d,price_inquiry
What was Apple's close price last month?,close,1mo,price_inquiry
Tell me the close price of Microsoft yesterday.,close,1d,price_inquiry
What was Facebook's close price last year?,close,1y,price_inquiry
Tell me the close price of Microsoft yesterday.,close,1d,price_inquiry
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
What was Tesla's close price 3 months ago?,close,3mo,price_inquiry
Tell me the close price of Microsoft 3 months ago.,close,3mo,price_inquiry
What was the close price comparison between Microsoft and Facebook this year?,close,ytd,stock_comparison
Compare the close price of Facebook and Apple this year.,close,ytd,stock_comparison
Tell me the close price of Google today.,close,1d,price_inquiry
Tell me the close price of Microsoft 2 days ago.,close,2d,price_inquiry
What was Amazon's close price 3 months ago?,close,3mo,price_inquiry
What was the close price comparison between Apple and Amazon this year?,close,ytd,stock_comparison
What is the close price of Microsoft for last month?,close,1mo,price_inquiry
Compare the close price of Amazon and Facebook this year.,close,ytd,stock_comparison
What was Microsoft's close price 2 days ago?,close,2d,price_inquiry
What was Facebook's close price last year?,close,1y,price_inquiry
What was Microsoft's close price 3 months ago?,close,3mo,price_inquiry
Tell me the close price of Google today.,close,1d,price_inquiry
What is the close price of Amazon for 6 months ago?,close,6mo,price_inquiry
What is the close price of Microsoft for 3 months ago?,close,3mo,price_inquiry
Tell me the close price of Apple last month.,close,1mo,price_inquiry
What was the close price comparison between Amazon and Apple this year?,close,ytd,stock_comparison
What was Microsoft's close price 3 months ago?,close,3mo,price_inquiry
What is the close price of Apple for last month?,close,1mo,price_inquiry
What was Amazon's close price 3 months ago?,close,3mo,price_inquiry
Tell me the close price of Tesla last year.,close,1y,price_inquiry
What was Amazon's close price 3 months ago?,close,3mo,price_inquiry
What was Facebook's close price last year?,close,1y,price_inquiry
What was Apple's close price 5 days ago?,close,5d,price_inquiry
Tell me the close price of Microsoft 2 days ago.,close,2d,price_inquiry
What is the close price of Tesla for 2 days ago?,close,2d,price_inquiry
Tell me the close price of Microsoft 3 months ago.,close,3mo,price_inquiry
What was Facebook's close price last year?,close,1y,price_inquiry
What is the close price of Microsoft for last month?,close,1mo,price_inquiry
What is the close price of Microsoft for 5 days ago?,close,5d,price_inquiry
What is the close price of Tesla for 6 months ago?,close,6mo,price_inquiry
Tell me the close price of Apple yesterday.,close,1d,price_inquiry
What is the close price of Microsoft for last month?,close,1mo,price_inquiry
What is the close price of Amazon for 6 months ago?,close,6mo,price_inquiry
What was the high price comparison between Google and Microsoft this year?,high,ytd,stock_comparison
What was the volume price comparison between Amazon and Google this year?,volume,ytd,stock_comparison
Compare the volume price of Apple and Tesla this year.,volume,ytd,stock_comparison
Compare the low price of Google and Tesla this year.,low,ytd,stock_comparison
What was the volume price comparison between Amazon and Google this year?,volume,ytd,stock_comparison
Compare the open price of Google and Apple this year.,open,ytd,stock_comparison
What was the low price comparison between Facebook and Apple this year?,low,ytd,stock_comparison
Compare the low price of Tesla and Apple this year.,low,ytd,stock_comparison
What was the volume price comparison between Apple and Tesla this year?,volume,ytd,stock_comparison
Compare the low price of Google and Tesla this year.,low,ytd,stock_comparison
Compare the open price of Microsoft and Amazon this year.,open,ytd,stock_comparison
What was the open price comparison between Microsoft and Facebook this year?,open,ytd,stock_comparison
Compare the open price of Google and Amazon this year.,open,ytd,stock_comparison
What was the volume price comparison between Google and Amazon this year?,volume,ytd,stock_comparison
Compare the high price of Google and Facebook this year.,high,ytd,stock_comparison
What was the close price comparison between Amazon and Google this year?,close,ytd,stock_comparison
Compare the close price of Microsoft and Amazon this year.,close,ytd,stock_comparison
Compare the open price of Google and Facebook this year.,open,ytd,stock_comparison
What was the high price comparison between Microsoft and Facebook this year?,high,ytd,stock_comparison
Compare the close price of Apple and Microsoft this year.,close,ytd,stock_comparison
What was the close price comparison between Amazon and Tesla this year?,close,ytd,stock_comparison
What was the high price comparison between Facebook and Tesla this year?,high,ytd,stock_comparison
Compare the close price of Facebook and Microsoft this year.,close,ytd,stock_comparison
What was the open price comparison between Facebook and Microsoft this year?,open,ytd,stock_comparison
What was the volume price comparison between Apple and Facebook this year?,volume,ytd,stock_comparison
Compare the high price of Google and Facebook this year.,high,ytd,stock_comparison
Compare the high price of Facebook and Amazon this year.,high,ytd,stock_comparison
What was the close price comparison between Amazon and Microsoft this year?,close,ytd,stock_comparison
Compare the close price of Google and Facebook this year.,close,ytd,stock_comparison
"Which stock had a higher high price, Amazon or Apple, over the this year?",high,ytd,price_inquiry
What was the close price comparison between Amazon and Tesla this year?,close,ytd,stock_comparison
What was the high price comparison between Facebook and Microsoft this year?,high,ytd,stock_comparison
Compare the open price of Google and Facebook this year.,open,ytd,stock_comparison
What was the volume price comparison between Apple and Tesla this year?,volume,ytd,stock_comparison
Compare the high price of Microsoft and Apple this year.,high,ytd,stock_comparison
What was the volume price comparison between Tesla and Microsoft this year?,volume,ytd,stock_comparison
Compare the volume price of Amazon and Google this year.,volume,ytd,stock_comparison
What was the high price comparison between Amazon and Tesla this year?,high,ytd,stock_comparison
Compare the close price of Google and Amazon this year.,close,ytd,stock_comparison
What was the volume price comparison between Apple and Microsoft this year?,volume,ytd,stock_comparison
Compare the high price of Google and Facebook this year.,high,ytd,stock_comparison
Compare the close price of Facebook and Microsoft this year.,close,ytd,stock_comparison
What was the close price comparison between Apple and Microsoft this year?,close,ytd,stock_comparison
Compare the open price of Facebook and Microsoft this year.,open,ytd,stock_comparison
What was the open price comparison between Google and Facebook this year?,open,ytd,stock_comparison
Compare the low price of Amazon and Tesla this year.,low,ytd,stock_comparison
What was the high price comparison between Google and Apple this year?,high,ytd,stock_comparison
Compare the volume price of Amazon and Google this year.,volume,ytd,stock_comparison
Compare the open price of Apple and Microsoft this year.,open,ytd,stock_comparison
What was the close price comparison between Microsoft and Google this year?,close,ytd,stock_comparison
What was the close price comparison between Facebook and Apple this year?,close,ytd,stock_comparison
What was the high price comparison between Apple and Amazon this year?,high,ytd,stock_comparison
What was the low price comparison between Microsoft and Google this year?,low,ytd,stock_comparison
Compare the volume price of Google and Facebook this year.,volume,ytd,stock_comparison
Compare the high price of Apple and Tesla this year.,high,ytd,stock_comparison
What was the high price comparison between Apple and Amazon this year?,high,ytd,stock_comparison
Compare the volume price of Facebook and Amazon this year.,volume,ytd,stock_comparison
Compare the volume price of Apple and Google this year.,volume,ytd,stock_comparison
What was the close price comparison between Amazon and Apple this year?,close,ytd,stock_comparison
What was the close price comparison between Facebook and Microsoft this year?,close,ytd,stock_comparison
Compare the open price of Facebook and Amazon this year.,open,ytd,stock_comparison
What was the low price comparison between Amazon and Microsoft this year?,low,ytd,stock_comparison
What was the close price comparison between Amazon and Tesla this year?,close,ytd,stock_comparison
Compare the high price of Google and Facebook this year.,high,ytd,stock_comparison
What was the volume price comparison between Facebook and Amazon this year?,volume,ytd,stock_comparison
What was the volume price comparison between Tesla and Google this year?,volume,ytd,stock_comparison
What was the low price comparison between Microsoft and Amazon this year?,low,ytd,stock_comparison
What was the volume price comparison between Amazon and Facebook this year?,volume,ytd,stock_comparison
What was the high price comparison between Amazon and Microsoft this year?,high,ytd,stock_comparison
What was the volume price comparison between Apple and Facebook this year?,volume,ytd,stock_comparison
Compare the volume price of Tesla and Microsoft this year.,volume,ytd,stock_comparison
Compare the high price of Google and Microsoft this year.,high,ytd,stock_comparison
Compare the open price of Google and Tesla this year.,open,ytd,stock_comparison
Compare the low price of Tesla and Apple this year.,low,ytd,stock_comparison
Compare the low price of Google and Tesla this year.,low,ytd,stock_comparison
What was the volume price comparison between Tesla and Facebook this year?,volume,ytd,stock_comparison
What was the current price comparison between Amazon and Tesla this year?,current,ytd,stock_comparison
What was the volume price comparison between Amazon and Apple this year?,volume,ytd,stock_comparison
Compare the close price of Microsoft and Apple this year.,close,ytd,stock_comparison
Compare the low price of Amazon and Apple this year.,low,ytd,stock_comparison
What was the close price comparison between Microsoft and Apple this year?,close,ytd,stock_comparison
Compare the high price of Tesla and Apple this year.,high,ytd,stock_comparison
Compare the close price of Microsoft and Amazon this year.,close,ytd,stock_comparison
What was the high price comparison between Microsoft and Tesla this year?,high,ytd,stock_comparison
Compare the high price of Google and Facebook this year.,high,ytd,stock_comparison
What was the high price comparison between Google and Tesla this year?,high,ytd,stock_comparison
What was the volume price comparison between Facebook and Amazon this year?,volume,ytd,stock_comparison
What was the close price comparison between Apple and Tesla this year?,close,ytd,stock_comparison
What was the open price comparison between Microsoft and Facebook this year?,open,ytd,stock_comparison
Compare the high price of Facebook and Apple this year.,high,ytd,stock_comparison
What was the high price comparison between Google and Apple this year?,high,ytd,stock_comparison
Compare the open price of Apple and Tesla this year.,open,ytd,stock_comparison
What was the open price comparison between Google and Facebook this year?,open,ytd,stock_comparison
What was the close price comparison between Amazon and Apple this year?,close,ytd,stock_comparison
Compare the volume price of Microsoft and Apple this year.,volume,ytd,stock_comparison
What was the high price comparison between Apple and Google this year?,high,ytd,stock_comparison
What was the close price comparison between Facebook and Microsoft this year?,close,ytd,stock_comparison
What was the high price comparison between Microsoft and Facebook this year?,high,ytd,stock_comparison
Compare the close price of Facebook and Amazon this year.,close,ytd,stock_comparison
Compare the open price of Microsoft and Facebook this year.,open,ytd,stock_comparison
What was the low price comparison between Google and Microsoft this year?,low,ytd,stock_comparison
What was the volume price comparison between Microsoft and Facebook this year?,volume,ytd,stock_comparison
What was the low price comparison between Apple and Facebook this year?,low,ytd,stock_comparison
What was the high price comparison between Microsoft and Tesla this year?,high,ytd,stock_comparison
Compare the volume price of Amazon and Google this year.,volume,ytd,stock_comparison
What was the low price comparison between Microsoft and Amazon this year?,low,ytd,stock_comparison
Compare the volume price of Microsoft and Apple this year.,volume,ytd,stock_comparison
What was the high price comparison between Facebook and Apple this year?,high,ytd,stock_comparison
Compare the low price of Google and Amazon this year.,low,ytd,stock_comparison
Compare the open price of Amazon and Facebook this year.,open,ytd,stock_comparison
Compare the low price of Microsoft and Apple this year.,low,ytd,stock_comparison
Compare the high price of Microsoft and Apple this year.,high,ytd,stock_comparison
Compare the close price of Facebook and Amazon this year.,close,ytd,stock_comparison
What was the close price comparison between Tesla and Facebook this year?,close,ytd,stock_comparison
Compare the open price of Amazon and Facebook this year.,open,ytd,stock_comparison
Compare the volume price of Facebook and Apple this year.,volume,ytd,stock_comparison
Compare the open price of Facebook and Apple this year.,open,ytd,stock_comparison
Compare the volume price of Amazon and Google this year.,volume,ytd,stock_comparison
Compare the low price of Facebook and Microsoft this year.,low,ytd,stock_comparison
Compare the low price of Microsoft and Google this year.,low,ytd,stock_comparison
What was the close price comparison between Tesla and Google this year?,close,ytd,stock_comparison
"Which stock had a higher high price, Amazon or Tesla, over the this year?",high,ytd,price_inquiry
Compare the high price of Microsoft and Apple this year.,high,ytd,stock_comparison
What was the volume price comparison between Tesla and Google this year?,volume,ytd,stock_comparison
Compare the open price of Google and Tesla this year.,open,ytd,stock_comparison
What was the low price comparison between Apple and Facebook this year?,low,ytd,stock_comparison
Compare the volume price of Amazon and Google this year.,volume,ytd,stock_comparison
What was the high price comparison between Google and Facebook this year?,high,ytd,stock_comparison
Compare the open price of Microsoft and Facebook this year.,open,ytd,stock_comparison
What was the close price comparison between Amazon and Google this year?,close,ytd,stock_comparison
Compare the low price of Apple and Facebook this year.,low,ytd,stock_comparison
Compare the open price of Apple and Amazon this year.,open,ytd,stock_comparison
What was the open price comparison between Facebook and Amazon this year?,open,ytd,stock_comparison
How has Apple's stock performed over the this year?,current,ytd,stock_trend
What was the open price comparison between Tesla and Google this year?,open,ytd,stock_comparison
What was the volume price comparison between Amazon and Apple this year?,volume,ytd,stock_comparison
Compare the low price of Apple and Microsoft this year.,low,ytd,stock_comparison
What was the open price comparison between Facebook and Tesla this year?,open,ytd,stock_comparison
Compare the low price of Apple and Tesla this year.,low,ytd,stock_comparison
Compare the low price of Apple and Google this year.,low,ytd,stock_comparison
Compare the low price of Google and Facebook this year.,low,ytd,stock_comparison
Compare the high price of Apple and Tesla this year.,high,ytd,stock_comparison
What was the close price comparison between Amazon and Tesla this year?,close,ytd,stock_comparison
What was the open price comparison between Google and Facebook this year?,open,ytd,stock_comparison
What was the volume price comparison between Amazon and Facebook this year?,volume,ytd,stock_comparison
What was the close price comparison between Microsoft and Tesla this year?,close,ytd,stock_comparison
Compare the high price of Microsoft and Tesla this year.,high,ytd,stock_comparison
Compare the close price of Google and Amazon this year.,close,ytd,stock_comparison
What was the close price comparison between Apple and Amazon this year?,close,ytd,stock_comparison
What was the low price comparison between Amazon and Microsoft this year?,low,ytd,stock_comparison
What was the volume price comparison between Amazon and Apple this year?,volume,ytd,stock_comparison
What was the low price comparison between Tesla and Microsoft this year?,low,ytd,stock_comparison
What was the close price comparison between Facebook and Tesla this year?,close,ytd,stock_comparison
Compare the close price of Google and Facebook this year.,close,ytd,stock_comparison
Compare the close price of Facebook and Microsoft this year.,close,ytd,stock_comparison
What was the close price comparison between Microsoft and Facebook this year?,close,ytd,stock_comparison
Compare the volume price of Amazon and Apple this year.,volume,ytd,stock_comparison
What was the close price comparison between Tesla and Google this year?,close,ytd,stock_comparison
Compare the high price of Google and Facebook this year.,high,ytd,stock_comparison
Compare the low price of Microsoft and Google this year.,low,ytd,stock_comparison
Compare the open price of Apple and Amazon this year.,open,ytd,stock_comparison
Compare the volume price of Facebook and Apple this year.,volume,ytd,stock_comparison
What was the low price comparison between Amazon and Tesla this year?,low,ytd,stock_comparison
Compare the open price of Microsoft and Apple this year.,open,ytd,stock_comparison
What was the open price comparison between Microsoft and Amazon this year?,open,ytd,stock_comparison
What was the close price comparison between Amazon and Microsoft this year?,close,ytd,stock_comparison
What was the open price comparison between Amazon and Microsoft this year?,open,ytd,stock_comparison
What was the close price comparison between Tesla and Apple this year?,close,ytd,stock_comparison
Compare the volume price of Tesla and Google this year.,volume,ytd,stock_comparison
What was the low price comparison between Microsoft and Facebook this year?,low,ytd,stock_comparison
Compare the low price of Apple and Google this year.,low,ytd,stock_comparison
Compare the high price of Facebook and Tesla this year.,high,ytd,stock_comparison
Compare the low price of Amazon and Tesla this year.,low,ytd,stock_comparison
Compare the high price of Tesla and Microsoft this year.,high,ytd,stock_comparison
Compare the close price of Tesla and Microsoft this year.,close,ytd,stock_comparison
What was the volume price comparison between Facebook and Apple this year?,volume,ytd,stock_comparison
What was the high price comparison between Facebook and Apple this year?,high,ytd,stock_comparison
What was the volume price comparison between Facebook and Amazon this year?,volume,ytd,stock_comparison
Compare the open price of Apple and Facebook this year.,open,ytd,stock_comparison
Compare the low price of Tesla and Microsoft this year.,low,ytd,stock_comparison
Compare the low price of Microsoft and Facebook this year.,low,ytd,stock_comparison
What was the low price comparison between Google and Tesla this year?,low,ytd,stock_comparison
What was the high price comparison between Google and Tesla this year?,high,ytd,stock_comparison
Compare the low price of Facebook and Google this year.,low,ytd,stock_comparison
What was the close price comparison between Facebook and Tesla this year?,close,ytd,stock_comparison
Compare the low price of Google and Apple this year.,low,ytd,stock_comparison
Compare the close price of Microsoft and Amazon this year.,close,ytd,stock_comparison
What was the open price comparison between Amazon and Microsoft this year?,open,ytd,stock_comparison
What was the low price comparison between Google and Facebook this year?,low,ytd,stock_comparison
Compare the close price of Microsoft and Facebook this year.,close,ytd,stock_comparison
Compare the close price of Microsoft and Google this year.,close,ytd,stock_comparison
Compare the low price of Amazon and Tesla this year.,low,ytd,stock_comparison
Compare the volume price of Tesla and Apple this year.,volume,ytd,stock_comparison
What was the open price comparison between Apple and Microsoft this year?,open,ytd,stock_comparison
What was the open price comparison between Facebook and Amazon this year?,open,ytd,stock_comparison
Compare the high price of Microsoft and Facebook this year.,high,ytd,stock_comparison
Compare the volume price of Amazon and Google this year.,volume,ytd,stock_comparison
Compare the open price of Google and Microsoft this year.,open,ytd,stock_comparison
Compare the high price of Tesla and Apple this year.,high,ytd,stock_comparison
Compare the close price of Google and Amazon this year.,close,ytd,stock_comparison
What was the open price comparison between Microsoft and Tesla this year?,open,ytd,stock_comparison
What was the low price comparison between Microsoft and Facebook this year?,low,ytd,stock_comparison
Compare the high price of Tesla and Google this year.,high,ytd,stock_comparison
What was the volume price comparison between Tesla and Google this year?,volume,ytd,stock_comparison
Compare the low price of Apple and Amazon this year.,low,ytd,stock_comparison
Compare the close price of Tesla and Microsoft this year.,close,ytd,stock_comparison
What was the open price comparison between Tesla and Apple this year?,open,ytd,stock_comparison
What was the low price comparison between Facebook and Google this year?,low,ytd,stock_comparison
Compare the volume price of Amazon and Google this year.,volume,ytd,stock_comparison
What has been the stock movement for Tesla in the this year?,current,ytd,stock_trend
Compare the low price of Apple and Google this year.,low,ytd,stock_comparison
Compare the low price of Apple and Facebook this year.,low,ytd,stock_comparison
Compare the volume price of Facebook and Tesla this year.,volume,ytd,stock_comparison
Compare the volume price of Tesla and Apple this year.,volume,ytd,stock_comparison
Compare the low price of Microsoft and Amazon this year.,low,ytd,stock_comparison
Compare the open price of Microsoft and Tesla this year.,open,ytd,stock_comparison
Compare the volume price of Facebook and Apple this year.,volume,ytd,stock_comparison
What was the high price comparison between Apple and Google this year?,high,ytd,stock_comparison
Compare the high price of Microsoft and Apple this year.,high,ytd,stock_comparison
Compare the open price of Microsoft and Apple this year.,open,ytd,stock_comparison
Compare the open price of Google and Microsoft this year.,open,ytd,stock_comparison
Compare the volume price of Google and Facebook this year.,volume,ytd,stock_comparison
Compare the open price of Tesla and Facebook this year.,open,ytd,stock_comparison
Compare the close price of Apple and Tesla this year.,close,ytd,stock_comparison
Compare the volume price of Apple and Google this year.,volume,ytd,stock_comparison
What was the open price comparison between Microsoft and Tesla this year?,open,ytd,stock_comparison
What was the close price comparison between Tesla and Microsoft this year?,close,ytd,stock_comparison
What was the low price comparison between Amazon and Microsoft this year?,low,ytd,stock_comparison
Compare the low price of Apple and Microsoft this year.,low,ytd,stock_comparison
Compare the low price of Google and Tesla this year.,low,ytd,stock_comparison
How has Apple's stock performed over the this year?,current,ytd,stock_trend
"Which stock had a higher volume price, Tesla or Microsoft, over the this year?",volume,ytd,price_inquiry
What was the open price comparison between Apple and Microsoft this year?,open,ytd,stock_comparison
What was the high price comparison between Microsoft and Google this year?,high,ytd,stock_comparison
What was the volume price comparison between Apple and Tesla this year?,volume,ytd,stock_comparison
Compare the high price of Facebook and Tesla this year.,high,ytd,stock_comparison
Compare the high price of Google and Facebook this year.,high,ytd,stock_comparison
"Which stock had a higher low price, Apple or Tesla, over the this year?",low,ytd,price_inquiry
"Which stock had a higher volume price, Amazon or Apple, over the this year?",volume,ytd,price_inquiry
What was the open price comparison between Google and Amazon this year?,open,ytd,stock_comparison
What was the close price comparison between Amazon and Apple this year?,close,ytd,stock_comparison
Compare the high price of Amazon and Microsoft this year.,high,ytd,stock_comparison
What was the open price comparison between Apple and Microsoft this year?,open,ytd,stock_comparison
Compare the volume price of Tesla and Microsoft this year.,volume,ytd,stock_comparison
Compare the low price of Tesla and Apple this year.,low,ytd,stock_comparison
Compare the low price of Microsoft and Tesla this year.,low,ytd,stock_comparison
What was the low price comparison between Facebook and Tesla this year?,low,ytd,stock_comparison
Compare the close price of Apple and Tesla this year.,close,ytd,stock_comparison
Compare the low price of Facebook and Microsoft this year.,low,ytd,stock_comparison
What was the close price comparison between Microsoft and Facebook this year?,close,ytd,stock_comparison
What was the high price comparison between Amazon and Microsoft this year?,high,ytd,stock_comparison
Compare the volume price of Apple and Google this year.,volume,ytd,stock_comparison
What was the volume price comparison between Tesla and Google this year?,volume,ytd,stock_comparison
Compare the low price of Apple and Amazon this year.,low,ytd,stock_comparison
What was the volume price comparison between Google and Facebook this year?,volume,ytd,stock_comparison
Compare the open price of Google and Microsoft this year.,open,ytd,stock_comparison
What was the current price comparison between Microsoft and Facebook this year?,current,ytd,stock_comparison
Compare the close price of Facebook and Apple this year.,close,ytd,stock_comparison
Compare the high price of Apple and Facebook this year.,high,ytd,stock_comparison
Compare the open price of Tesla and Amazon this year.,open,ytd,stock_comparison
Compare the low price of Facebook and Apple this year.,low,ytd,stock_comparison
Compare the volume price of Tesla and Google this year.,volume,ytd,stock_comparison
Compare the open price of Facebook and Apple this year.,open,ytd,stock_comparison
What was the volume price comparison between Apple and Facebook this year?,volume,ytd,stock_comparison
Compare the low price of Apple and Microsoft this year.,low,ytd,stock_comparison
What was the volume price comparison between Tesla and Microsoft this year?,volume,ytd,stock_comparison
Compare the high price of Apple and Tesla this year.,high,ytd,stock_comparison
